,area_type,availability,location,size,society,total_sqft,bath,balcony,price(in lakhs),bhk,price_per_sqft
1466,Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1153.0,2.0,2.0,58.0,2.0,5030.3555941023415
1467,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,BriumMi,1270.0,2.0,2.0,93.0,2.0,7322.834645669292
1468,Super built-up  Area,Ready To Move,Banaswadi,3,Srldsri,1600.0,3.0,2.0,74.5,3.0,4656.25
1469,Super built-up  Area,18-Aug,Whitefield,2,SSdhimr,1185.0,2.0,2.0,41.0,2.0,3459.915611814346
1470,Plot  Area,Ready To Move,other,2,,600.0,2.0,1.0,55.0,2.0,9166.666666666666
1471,Super built-up  Area,Ready To Move,Electronic City,3,Itvir M,1160.0,2.0,2.0,42.0,3.0,3620.689655172414
1472,Built-up  Area,Ready To Move,Dodda Nekkundi,2,,1370.0,2.0,2.0,60.0,2.0,4379.56204379562
1473,Built-up  Area,Ready To Move,HSR Layout,2,SruntFa,1126.0,2.0,1.0,69.0,2.0,6127.886323268206
1474,Super built-up  Area,Ready To Move,Marathahalli,2,SatatHa,1285.0,2.0,2.0,55.0,2.0,4280.155642023346
1475,Plot  Area,Ready To Move,other,2,,1200.0,2.0,2.0,150.0,2.0,12500.0
1476,Super built-up  Area,Ready To Move,Haralur Road,3,DSimaUl,1730.0,3.0,1.0,95.0,3.0,5491.329479768786
1477,Super built-up  Area,Ready To Move,other,2,,1210.0,2.0,2.0,53.0,2.0,4380.165289256199
1478,Super built-up  Area,Ready To Move,Yelahanka,1,Prensya,654.0,1.0,1.0,38.4,1.0,5871.559633027523
1479,Super built-up  Area,Ready To Move,Haralur Road,2,NDionas,1285.0,2.0,1.0,78.0,2.0,6070.038910505837
1480,Plot  Area,Ready To Move,other,5,,1800.0,4.0,1.0,68.0,5.0,3777.777777777778
1481,Built-up  Area,Ready To Move,Kaval Byrasandra,2,,1066.0,2.0,3.0,55.0,2.0,5159.474671669794
1482,Super built-up  Area,Ready To Move,other,3,Sasicha,1460.0,2.0,2.0,87.0,3.0,5958.904109589041
1483,Super built-up  Area,Ready To Move,other,2,Almid P,1293.0,2.0,2.0,75.0,2.0,5800.46403712297
1484,Plot  Area,Ready To Move,Sahakara Nagar,3,,2400.0,3.0,,270.0,3.0,11250.0
1485,Super built-up  Area,22-Dec,Bannerghatta Road,2,PrarePa,1122.5,2.0,0.0,61.74,2.0,5500.22271714922
1486,Plot  Area,Ready To Move,other,1,,812.0,1.0,1.0,26.0,1.0,3201.9704433497536
1487,Super built-up  Area,18-Apr,Sarjapur  Road,3,PualeSk,1700.0,3.0,1.0,118.0,3.0,6941.176470588235
1488,Built-up  Area,Ready To Move,other,4,,3000.0,4.0,2.0,240.0,4.0,8000.0
1489,Built-up  Area,Ready To Move,Sarjapur  Road,4,VaMarll,2750.0,5.0,1.0,240.0,4.0,8727.272727272728
1490,Super built-up  Area,Ready To Move,Bellandur,2,,981.0,2.0,2.0,37.28,2.0,3800.2038735983692
1491,Super built-up  Area,Ready To Move,other,2,,1300.0,2.0,2.0,63.0,2.0,4846.153846153846
1492,Super built-up  Area,Ready To Move,Budigere,2,PrityTr,1444.0,2.0,2.0,70.0,2.0,4847.645429362881
1493,Super built-up  Area,Ready To Move,Hebbal Kempapura,2,Vrensn ,1130.0,2.0,2.0,60.0,2.0,5309.734513274337
1494,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,Vasta C,1405.0,2.0,2.0,59.01,3.0,4200.0
1495,Super built-up  Area,18-May,Hosa Road,2,Pamesy ,1133.0,2.0,1.0,52.0,2.0,4589.585172109444
1496,Super built-up  Area,Ready To Move,Thigalarapalya,2,Prtanha,1165.0,2.0,2.0,95.0,2.0,8154.50643776824
1497,Super built-up  Area,Ready To Move,other,2,AszarAl,1492.0,2.0,2.0,65.0,2.0,4356.56836461126
1498,Super built-up  Area,Ready To Move,Bannerghatta Road,2,PrarePa,1115.0,2.0,2.0,78.0,2.0,6995.5156950672645
1499,Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1702.0,3.0,2.0,107.0,3.0,6286.721504112808
1500,Super built-up  Area,Ready To Move,Seegehalli,2,Sriferi,1176.0,2.0,2.0,50.0,2.0,4251.700680272109
1501,Super built-up  Area,Ready To Move,Whitefield,2,Gamesti,1115.0,2.0,1.0,55.0,2.0,4932.735426008969
1502,Built-up  Area,Ready To Move,Banashankari,2,Koestpt,1125.0,2.0,1.0,63.0,2.0,5600.0
1503,Super built-up  Area,Ready To Move,Domlur,3,,1740.0,3.0,0.0,120.0,3.0,6896.551724137931
1504,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,,900.0,2.0,1.0,35.0,2.0,3888.8888888888887
1505,Plot  Area,Ready To Move,other,4,,2400.0,4.0,2.0,89.0,4.0,3708.3333333333335
1506,Super built-up  Area,Ready To Move,R.T. Nagar,3,GModsNR,1500.0,2.0,1.0,70.0,3.0,4666.666666666667
1507,Super built-up  Area,21-Jan,Tumkur Road,2,Sapus S,1246.0,2.0,1.0,82.0,2.0,6581.0593900481545
1508,Super built-up  Area,Ready To Move,Dasanapura,1,Tavenew,708.0,1.0,1.0,41.0,1.0,5790.960451977401
1509,Super built-up  Area,Ready To Move,Old Madras Road,3,Brica E,2990.0,5.0,1.0,210.0,3.0,7023.411371237458
1510,Super built-up  Area,Ready To Move,other,3,Krtonwe,2000.0,3.0,2.0,105.0,3.0,5250.0
1511,Built-up  Area,Ready To Move,Shampura,4,,2650.0,4.0,2.0,150.0,4.0,5660.377358490566
1512,Super built-up  Area,Ready To Move,Yeshwanthpur,2,IBityin,1169.0,2.0,2.0,64.08,2.0,5481.6082121471345
1513,Built-up  Area,Ready To Move,other,3,,1503.0,2.0,2.0,93.0,3.0,6187.624750499002
1514,Plot  Area,Ready To Move,other,2,,1400.0,2.0,2.0,160.0,2.0,11428.57142857143
1515,Super built-up  Area,Ready To Move,Jigani,3,DLhtsan,1221.0,3.0,3.0,70.0,3.0,5733.005733005733
1516,Super built-up  Area,Ready To Move,other,3,AlEcone,1458.0,2.0,2.0,87.0,3.0,5967.078189300411
1517,Super built-up  Area,Ready To Move,Mahadevpura,2,,1250.0,2.0,3.0,52.0,2.0,4160.0
1518,Plot  Area,Ready To Move,other,4,,1260.0,4.0,2.0,65.0,4.0,5158.730158730159
1519,Super built-up  Area,Ready To Move,Green Glen Layout,3,,1970.0,3.0,2.0,160.0,3.0,8121.827411167513
1520,Built-up  Area,Ready To Move,Jalahalli,3,DSons S,980.0,2.0,2.0,60.0,3.0,6122.448979591837
1521,Plot  Area,Ready To Move,other,4,,1350.0,4.0,1.0,90.0,4.0,6666.666666666667
1522,Super built-up  Area,Ready To Move,other,2,,850.0,2.0,1.0,32.5,2.0,3823.529411764706
1523,Super built-up  Area,Ready To Move,Harlur,2,Prncyrn,1197.0,2.0,1.0,78.0,2.0,6516.290726817043
1524,Built-up  Area,Ready To Move,Ramamurthy Nagar,3,,1500.0,3.0,1.0,160.0,3.0,10666.666666666666
1525,Super built-up  Area,Ready To Move,other,2,,1200.0,2.0,1.0,54.0,2.0,4500.0
1526,Super built-up  Area,Ready To Move,other,3,,2098.0,3.0,1.0,210.0,3.0,10009.532888465204
1527,Built-up  Area,Ready To Move,TC Palaya,2,GilomSh,1800.0,2.0,2.0,80.0,2.0,4444.444444444444
1528,Super built-up  Area,18-Jul,Varthur,2,Unris E,1760.0,2.0,1.0,85.0,2.0,4829.545454545455
1529,Built-up  Area,Ready To Move,Brookefield,3,Saowson,1595.0,2.0,3.0,75.0,3.0,4702.194357366771
1530,Built-up  Area,Ready To Move,Kothannur,2,,740.0,2.0,1.0,34.0,2.0,4594.594594594595
1531,Super built-up  Area,Ready To Move,other,3,,1353.0,2.0,2.0,110.0,3.0,8130.081300813008
1532,Super built-up  Area,21-Aug,Electronics City Phase 1,3,,1750.0,3.0,2.0,58.0,3.0,3314.285714285714
1533,Super built-up  Area,Ready To Move,Hennur Road,3,Samittv,2365.0,4.0,2.0,175.0,3.0,7399.577167019028
1534,Super built-up  Area,Ready To Move,Sarjapur  Road,2,,1309.0,2.0,3.0,69.5,2.0,5309.396485867074
1535,Super built-up  Area,Ready To Move,Kasavanhalli,3,HMonymp,1476.0,3.0,0.0,105.0,3.0,7113.821138211382
1536,Super built-up  Area,18-May,Balagere,2,Soresea,1210.0,2.0,1.0,69.0,2.0,5702.479338842975
1537,Super built-up  Area,20-Dec,Whitefield,3,Somns T,1306.0,3.0,2.0,54.65,3.0,4184.532924961715
1538,Super built-up  Area,19-Mar,Hosa Road,1,Skume R,615.0,1.0,1.0,28.29,1.0,4600.0
1539,Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075.0,2.0,1.0,41.0,3.0,3813.953488372093
1540,Super built-up  Area,Ready To Move,other,4,SoliaMa,2849.0,5.0,,250.0,4.0,8775.008775008775
1541,Super built-up  Area,Ready To Move,other,3,Saersel,1500.0,3.0,3.0,67.49,3.0,4499.333333333333
1542,Super built-up  Area,Ready To Move,other,2,,1070.0,2.0,1.0,50.0,2.0,4672.897196261682
1543,Super built-up  Area,18-Apr,Devanahalli,3,Sabixtt,1282.0,2.0,2.0,52.43,3.0,4089.703588143526
1544,Super built-up  Area,Ready To Move,Gottigere,3,Apentir,1385.0,2.0,2.0,50.0,3.0,3610.1083032490974
1545,Super built-up  Area,Ready To Move,Yelahanka,3,NCowsar,1600.0,2.0,3.0,75.0,3.0,4687.5
1546,Super built-up  Area,Ready To Move,Bannerghatta Road,3,,1660.0,3.0,3.0,80.0,3.0,4819.277108433735
1547,Super built-up  Area,Ready To Move,other,4,,2400.0,3.0,1.0,108.0,4.0,4500.0
1548,Super built-up  Area,Ready To Move,other,3,Calyxy ,3045.0,3.0,2.0,170.0,3.0,5582.922824302134
1549,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,AcisePa,1395.0,2.0,2.0,72.0,3.0,5161.290322580645
1550,Built-up  Area,Ready To Move,Indira Nagar,1,GoilsDa,850.0,1.0,2.0,57.0,1.0,6705.882352941177
1551,Super built-up  Area,Ready To Move,Whitefield,4,Sanne E,2500.0,4.0,3.0,155.0,4.0,6200.0
1552,Super built-up  Area,18-Aug,other,2,,1225.0,2.0,2.0,48.0,2.0,3918.3673469387754
1553,Super built-up  Area,18-May,other,3,,1400.0,3.0,2.0,45.0,3.0,3214.285714285714
1554,Super built-up  Area,18-Jun,Kothannur,3,,1240.0,2.0,2.0,39.85,3.0,3213.7096774193546
1555,Built-up  Area,Ready To Move,Kengeri Satellite Town,2,Malowr ,800.0,2.0,1.0,32.0,2.0,4000.0
1556,Super built-up  Area,18-Aug,Kudlu Gate,2,Sanzaat,1183.0,2.0,1.0,79.54,2.0,6723.584108199494
1557,Super built-up  Area,Ready To Move,Hebbal,4,Prersis,2375.0,4.0,2.0,189.0,4.0,7957.894736842105
1558,Super built-up  Area,Ready To Move, Devarachikkanahalli,2,Prsorhi,991.0,2.0,2.0,40.0,2.0,4036.326942482341
1559,Super built-up  Area,Ready To Move,Hoodi,2,Sulla S,1050.0,2.0,2.0,50.0,2.0,4761.9047619047615
1560,Super built-up  Area,Ready To Move,Singasandra,3,EAvarum,1476.0,2.0,1.0,73.0,3.0,4945.79945799458
1561,Super built-up  Area,Ready To Move,Sarjapur,2,Coa 3t ,1185.0,2.0,2.0,47.0,2.0,3966.2447257383965
1562,Built-up  Area,Ready To Move,Chandapura,2,GCbowai,1080.0,2.0,3.0,45.0,2.0,4166.666666666667
1563,Super built-up  Area,Ready To Move,Horamavu Agara,2,,1200.0,2.0,1.0,45.0,2.0,3750.0
1564,Super built-up  Area,Ready To Move,Bisuvanahalli,3,Prityel,1075.0,2.0,1.0,42.0,3.0,3906.9767441860463
1565,Super built-up  Area,18-Aug,Kudlu Gate,2,Sanzaat,1547.0,2.0,2.0,103.0,2.0,6658.047834518423
1566,Super built-up  Area,Ready To Move,Somasundara Palya,3,,1600.0,3.0,3.0,68.0,3.0,4250.0
1567,Super built-up  Area,Ready To Move,Yelahanka,2,,1101.0,2.0,2.0,37.0,2.0,3360.581289736603
1568,Super built-up  Area,20-Oct,Kanakpura Road,3,PrarePa,1300.0,3.0,1.0,69.0,3.0,5307.692307692308
1569,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,GRvanun,1570.0,3.0,2.0,88.0,3.0,5605.095541401274
1570,Super built-up  Area,18-Aug,Haralur Road,4,SNnia E,2805.0,4.0,3.0,154.0,4.0,5490.196078431372
1571,Super built-up  Area,Ready To Move,Hegde Nagar,3,Golmsn ,1835.0,2.0,,92.0,3.0,5013.623978201635
1572,Built-up  Area,19-Jun,Sarjapur,4,Caonand,2585.5,4.0,0.0,115.0,4.0,4447.882421195127
1573,Super built-up  Area,18-Jul,Bhoganhalli,3,Rosha I,1718.0,3.0,2.0,90.2,3.0,5250.291036088475
1574,Built-up  Area,Ready To Move,Uttarahalli,2,Kinumsh,850.0,2.0,2.0,37.93,2.0,4462.35294117647
1575,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2,Saitya ,1342.0,2.0,2.0,115.0,2.0,8569.29955290611
1576,Built-up  Area,Ready To Move,other,4,,2675.0,4.0,2.0,290.0,4.0,10841.121495327103
1577,Super built-up  Area,19-Mar,Sarjapur  Road,2,PualeSk,1346.0,2.0,1.0,67.38,2.0,5005.94353640416
1578,Built-up  Area,Ready To Move,other,4,,3420.0,3.0,2.0,410.0,4.0,11988.30409356725
1579,Super built-up  Area,Ready To Move,Marathahalli,2,,1220.0,2.0,1.0,56.5,2.0,4631.147540983607
1580,Built-up  Area,Ready To Move,Nagarbhavi,3,DSesthr,1350.0,2.0,2.0,54.6,3.0,4044.4444444444443
1581,Super built-up  Area,Ready To Move,Thanisandra,2,Moity S,1226.0,2.0,1.0,65.0,2.0,5301.794453507341
1582,Super built-up  Area,19-Aug,Begur Road,3,Pruthg ,1583.0,3.0,1.0,74.4,3.0,4699.936828806065
1583,Super built-up  Area,18-Dec,other,2,,927.0,2.0,2.0,37.0,2.0,3991.3700107874865
1584,Super built-up  Area,Ready To Move,Gottigere,2,i1ncyRe,1200.0,2.0,2.0,50.0,2.0,4166.666666666667
1585,Plot  Area,Ready To Move,Hebbal,4,,2700.0,2.0,2.0,100.0,4.0,3703.703703703704
1586,Built-up  Area,19-Dec,Sarjapur,3,,1830.0,3.0,1.0,88.0,3.0,4808.743169398907
1587,Super built-up  Area,Ready To Move,other,2,,830.0,2.0,2.0,37.0,2.0,4457.831325301205
1588,Super built-up  Area,17-Sep,Balagere,2,HiqueMa,1145.0,2.0,2.0,65.0,2.0,5676.855895196507
1589,Super built-up  Area,Ready To Move,Rajiv Nagar,2,Ahntyve,1263.0,2.0,1.0,93.32,2.0,7388.756927949327
1590,Super built-up  Area,Ready To Move,Vittasandra,2,,1246.0,2.0,1.0,67.4,2.0,5409.309791332264
1591,Super built-up  Area,Ready To Move,other,3,,1600.0,3.0,3.0,90.0,3.0,5625.0
1592,Built-up  Area,Ready To Move,other,3,Jahts H,1870.0,3.0,3.0,110.0,3.0,5882.35294117647
1593,Super built-up  Area,Ready To Move,other,3,Aincy R,1600.0,2.0,,50.0,3.0,3125.0
1594,Super built-up  Area,20-Mar,8th Phase JP Nagar,3,Vaarech,1455.0,3.0,2.0,73.31,3.0,5038.487972508591
1595,Super built-up  Area,Ready To Move,Rachenahalli,3,Sovar S,1550.0,3.0,2.0,72.5,3.0,4677.419354838709
1596,Super built-up  Area,21-Dec,Hoodi,1,GoAirej,711.0,1.0,0.0,42.65,1.0,5998.5935302391
1597,Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1564.0,3.0,1.0,104.0,3.0,6649.616368286445
1598,Built-up  Area,Ready To Move,Yelahanka,2,Niareum,1200.0,2.0,2.0,60.0,2.0,5000.0
1599,Super built-up  Area,Ready To Move,Yelahanka,3,Pyikad ,1756.0,3.0,2.0,125.0,3.0,7118.451025056947
1600,Super built-up  Area,Ready To Move,Ambalipura,3,SJarkte,1390.0,2.0,1.0,175.0,3.0,12589.928057553956
1601,Plot  Area,Ready To Move,other,2,,1348.0,2.0,0.0,100.0,2.0,7418.39762611276
1602,Plot  Area,Ready To Move,TC Palaya,4,,4800.0,3.0,3.0,302.0,4.0,6291.666666666667
1603,Built-up  Area,Ready To Move,HBR Layout,2,,1198.0,2.0,1.0,65.0,2.0,5425.709515859767
1604,Super built-up  Area,Ready To Move,other,2,,1150.0,2.0,1.0,60.0,2.0,5217.391304347826
1605,Built-up  Area,Ready To Move,Doddakallasandra,2,,1233.0,2.0,2.0,43.0,2.0,3487.42903487429
1606,Super built-up  Area,Ready To Move,other,3,,2008.0,3.0,2.0,170.0,3.0,8466.135458167331
1607,Super built-up  Area,Ready To Move,Battarahalli,2,PaontWa,1636.0,2.0,2.0,82.89,2.0,5066.6259168704155
1608,Super built-up  Area,Ready To Move,other,2,,998.0,2.0,2.0,65.0,2.0,6513.026052104208
1609,Super built-up  Area,Ready To Move,Banashankari,3,,1200.0,2.0,2.0,42.0,3.0,3500.0
1610,Super built-up  Area,Ready To Move,Thigalarapalya,4,Prtanha,3122.0,6.0,2.0,237.0,4.0,7591.287636130685
1611,Built-up  Area,Ready To Move,Green Glen Layout,3,Sravea ,1740.0,3.0,3.0,80.0,3.0,4597.701149425287
1612,Super built-up  Area,18-Aug,Rajaji Nagar,2,ProdsWe,1357.0,2.0,1.0,130.0,2.0,9579.955784819454
1613,Plot  Area,Ready To Move,Margondanahalli,2,,1200.0,2.0,1.0,65.0,2.0,5416.666666666667
1614,Super built-up  Area,18-Jul,Rajaji Nagar,2,Puwerun,1224.0,2.0,0.0,105.0,2.0,8578.43137254902
1615,Super built-up  Area,Ready To Move,other,3,,1605.0,3.0,2.0,100.0,3.0,6230.529595015576
1616,Plot  Area,18-Nov,Channasandra,3,,1200.0,3.0,1.0,67.77,3.0,5647.5
1617,Super built-up  Area,Ready To Move,Kothanur,3,Somumys,1790.0,3.0,2.0,120.0,3.0,6703.91061452514
1618,Built-up  Area,Ready To Move,other,2,,1060.0,2.0,2.0,55.0,2.0,5188.679245283019
1619,Super built-up  Area,20-Dec,Old Madras Road,2,SheldGr,935.0,2.0,1.0,32.0,2.0,3422.4598930481284
1620,Super built-up  Area,18-Dec,Jalahalli,1,Vaniai ,1200.0,2.0,1.0,66.0,1.0,5500.0
1621,Super built-up  Area,Ready To Move,other,3,PriumMi,1800.0,3.0,0.0,230.0,3.0,12777.777777777777
1622,Super built-up  Area,18-Jul,Haralur Road,3,SNnia E,1510.0,3.0,2.0,83.05,3.0,5500.0
1623,Super built-up  Area,18-Aug,Raja Rajeshwari Nagar,2,Prllsan,1168.0,2.0,1.0,61.0,2.0,5222.602739726028
1624,Carpet  Area,Ready To Move,KR Puram,2,Jahidva,866.28,2.0,0.0,36.38,2.0,4199.565960197628
1625,Super built-up  Area,Ready To Move,Thanisandra,3,Pronyt ,1262.0,2.0,1.0,83.0,3.0,6576.862123613312
1626,Super built-up  Area,Ready To Move,Choodasandra,2,Maidsr ,1075.0,2.0,2.0,45.0,2.0,4186.046511627907
1627,Plot  Area,Ready To Move,Nagasandra,2,,1500.0,2.0,0.0,91.0,2.0,6066.666666666667
1628,Super built-up  Area,Ready To Move,other,5,,2800.0,4.0,2.0,200.0,5.0,7142.857142857143
1629,Built-up  Area,Ready To Move,Chikkalasandra,2,,1325.0,2.0,1.0,59.0,2.0,4452.830188679245
1630,Built-up  Area,Ready To Move,Attibele,2,,1200.0,2.0,2.0,42.0,2.0,3500.0
1631,Built-up  Area,Ready To Move,Sultan Palaya,2,,870.0,2.0,1.0,65.0,2.0,7471.264367816092
1632,Super built-up  Area,18-Apr,Devanahalli,2,Oznuean,1174.0,2.0,1.0,59.0,2.0,5025.553662691653
1633,Super built-up  Area,18-Dec,Kanakpura Road,3,PrityFa,1591.0,3.0,1.0,120.0,3.0,7542.42614707731
1634,Super built-up  Area,Ready To Move,Vidyaranyapura,2,DSestil,1000.0,2.0,1.0,35.0,2.0,3500.0
1635,Super built-up  Area,Ready To Move,Tumkur Road,2,Sahtsva,992.0,2.0,1.0,70.0,2.0,7056.451612903225
1636,Built-up  Area,Ready To Move,other,2,,984.0,2.0,2.0,125.0,2.0,12703.252032520326
1637,Super built-up  Area,Ready To Move,Electronic City,2,Prarkun,1128.0,2.0,1.0,64.0,2.0,5673.758865248227
1638,Super built-up  Area,Ready To Move,Kambipura,3,Prrtht ,1082.0,2.0,1.0,56.0,3.0,5175.6007393715345
1639,Super built-up  Area,Ready To Move,AECS Layout,2,DSutyng,1135.0,2.0,2.0,68.0,2.0,5991.1894273127755
1640,Carpet  Area,Ready To Move,other,2,,927.0,2.0,1.0,50.0,2.0,5393.743257820927
1641,Super built-up  Area,Ready To Move,Yelahanka,2,,1100.0,2.0,1.0,70.0,2.0,6363.636363636364
1642,Super built-up  Area,Ready To Move,Thigalarapalya,2,,1418.0,2.0,2.0,106.0,2.0,7475.317348377997
1643,Super built-up  Area,Ready To Move,Kanakpura Road,2,PuandHi,1339.0,2.0,3.0,75.0,2.0,5601.194921583271
1644,Super built-up  Area,18-Jul,Haralur Road,2,SNnia E,1225.0,2.0,1.0,67.38,2.0,5500.408163265306
1645,Super built-up  Area,19-Dec,Whitefield,1,Oreldhi,709.0,1.0,0.0,34.735,1.0,4899.153737658674
1646,Super built-up  Area,Ready To Move,Thanisandra,3,Soitya ,1806.0,6.0,2.0,116.0,3.0,6423.034330011074
1647,Super built-up  Area,Ready To Move,other,3,,1762.0,3.0,1.0,125.0,3.0,7094.211123723042
1648,Super built-up  Area,Ready To Move,Yeshwanthpur,2,Goandn ,1400.0,2.0,2.0,100.0,2.0,7142.857142857143
1649,Super built-up  Area,Ready To Move,Kasavanhalli,2,,1200.0,2.0,1.0,50.3,2.0,4191.666666666667
1650,Super built-up  Area,Ready To Move,Whitefield,2,Sancya ,1260.0,2.0,2.0,49.5,2.0,3928.5714285714284
1651,Super built-up  Area,18-May,Panathur,3,Prcesvy,1586.0,3.0,1.0,125.0,3.0,7881.462799495586
1652,Super built-up  Area,Ready To Move,other,3,FoGemna,1374.0,2.0,2.0,70.0,3.0,5094.614264919942
1653,Super built-up  Area,Ready To Move,other,2,NCiteEl,1170.0,2.0,2.0,68.0,2.0,5811.965811965812
1654,Super built-up  Area,Ready To Move,Electronic City,2,YCnce R,1110.0,2.0,1.0,39.95,2.0,3599.0990990990995
1655,Super built-up  Area,Ready To Move,Yelahanka,2,Rarthne,1120.0,2.0,2.0,55.0,2.0,4910.714285714285
1656,Super built-up  Area,19-Jul,Kanakpura Road,3,Soazak ,1703.0,3.0,2.0,126.0,3.0,7398.7081620669405
1657,Super built-up  Area,Ready To Move,other,2,,1125.0,2.0,1.0,44.0,2.0,3911.1111111111113
1658,Built-up  Area,Ready To Move,Jigani,3,DLhtsen,1252.0,3.0,2.0,59.0,3.0,4712.460063897764
1659,Super built-up  Area,18-Jul,other,3,,1225.0,2.0,2.0,82.0,3.0,6693.877551020408
1660,Super built-up  Area,19-Apr,Mysore Road,3,Brama P,1410.0,2.0,2.0,64.0,3.0,4539.007092198582
1661,Super built-up  Area,21-Dec,Thanisandra,1,Bhe 2ko,663.0,1.0,0.0,32.82,1.0,4950.226244343891
1662,Super built-up  Area,19-Dec,Devanahalli,1,Sabixtt,658.0,1.0,1.0,34.0,1.0,5167.173252279636
1663,Super built-up  Area,Ready To Move,Iblur Village,4,DNionfl,2987.5,5.0,0.0,191.0,4.0,6393.305439330544
1664,Super built-up  Area,Ready To Move,Jakkur,2,,1279.0,2.0,1.0,77.0,2.0,6020.3283815480845
1665,Super built-up  Area,20-Dec,Varthur,2,Myple M,1055.0,2.0,2.0,45.35,2.0,4298.578199052133
1666,Built-up  Area,18-Mar,Sarjapur  Road,3,,3044.0,3.0,2.0,183.0,3.0,6011.826544021025
1667,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2,RothaVa,1145.0,2.0,1.0,75.0,2.0,6550.218340611354
1668,Built-up  Area,Ready To Move,other,3,PlhtsHe,1490.0,2.0,1.0,115.0,3.0,7718.120805369127
1669,Super built-up  Area,Ready To Move,other,2,Saeur G,1210.0,2.0,2.0,72.0,2.0,5950.413223140496
1670,Super built-up  Area,Ready To Move,other,3,,1654.0,3.0,3.0,82.0,3.0,4957.678355501814
1671,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3,,1279.0,2.0,1.0,53.76,3.0,4203.283815480844
1672,Super built-up  Area,21-Mar,Talaghattapura,3,Sodgere,1868.0,3.0,1.0,120.0,3.0,6423.982869379015
1673,Plot  Area,Ready To Move,Whitefield,4,PrOakSi,3940.0,5.0,3.0,265.0,4.0,6725.888324873096
1674,Super built-up  Area,Ready To Move,Jalahalli,3,Tahtsla,2113.0,3.0,2.0,155.0,3.0,7335.541883577851
1675,Built-up  Area,18-Jan,Whitefield,3,,2842.0,3.0,2.0,162.0,3.0,5700.2111189303305
1676,Built-up  Area,Ready To Move,Bannerghatta Road,4,,2400.0,4.0,1.0,180.0,4.0,7500.0
1677,Super built-up  Area,18-Jul,Electronic City Phase II,2,MJtroty,972.0,2.0,1.0,44.0,2.0,4526.748971193416
1678,Super built-up  Area,Ready To Move,Hormavu,3,,1550.0,2.0,2.0,60.0,3.0,3870.967741935484
1679,Super built-up  Area,Ready To Move,other,1,Prineth,540.0,1.0,2.0,24.0,1.0,4444.444444444444
1680,Built-up  Area,Ready To Move,Jalahalli,5,BrardCo,3100.0,4.0,,265.0,5.0,8548.387096774193
1681,Super built-up  Area,20-Jun,Vijayanagar,2,Saityat,1180.0,2.0,2.0,65.0,2.0,5508.474576271186
1682,Super built-up  Area,Ready To Move,Whitefield,1,,516.0,1.0,1.0,39.0,1.0,7558.139534883721
1683,Built-up  Area,Ready To Move,Kaggadasapura,2,VSomepi,1275.0,2.0,2.0,52.0,2.0,4078.4313725490197
1684,Super built-up  Area,Ready To Move,Sarjapur  Road,3,CoLeoen,1489.0,3.0,2.0,88.0,3.0,5910.006715916723
1685,Super built-up  Area,18-Feb,Panathur,2,Prcesvy,1198.0,2.0,1.0,86.26,2.0,7200.33388981636
1686,Super built-up  Area,Ready To Move,Old Madras Road,2,Brglede,1210.0,2.0,1.0,77.0,2.0,6363.636363636364
1687,Super built-up  Area,Ready To Move,Rajiv Nagar,4,PuoodSk,2340.0,5.0,1.0,160.0,4.0,6837.606837606838
1688,Super built-up  Area,19-Apr,Ambalipura,2,Sisice ,896.0,2.0,1.0,30.13,2.0,3362.723214285714
1689,Built-up  Area,Ready To Move,Yelahanka New Town,1,KHatsFl,650.0,1.0,2.0,33.0,1.0,5076.923076923077
1690,Built-up  Area,Ready To Move,Cox Town,2,,1073.0,2.0,2.0,72.0,2.0,6710.158434296365
1691,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,GrrvaGr,1143.0,2.0,2.0,38.65,2.0,3381.4523184601926
1692,Built-up  Area,18-Mar,other,4,Toainnt,4046.0,4.0,0.0,445.0,4.0,10998.517053880376
1693,Built-up  Area,Ready To Move,Kundalahalli,3,,1500.0,3.0,2.0,50.0,3.0,3333.3333333333335
1694,Built-up  Area,Ready To Move,other,3,BMityre,1602.0,2.0,1.0,75.0,3.0,4681.647940074907
1695,Built-up  Area,Ready To Move,NRI Layout,4,,2700.0,5.0,1.0,95.75,4.0,3546.296296296296
1696,Super built-up  Area,Ready To Move,other,2,PrestSe,1178.0,2.0,3.0,47.0,2.0,3989.8132427843802
1697,Super built-up  Area,Ready To Move,Whitefield,2,SrireSo,920.0,2.0,1.0,63.0,2.0,6847.826086956522
1698,Super built-up  Area,Ready To Move,Chikkalasandra,3,,1275.0,2.0,2.0,55.46,3.0,4349.803921568628
